word,class,level,meaning_vi
rental,noun,c1,tiền thuê
repair,noun,b1,sự sửa chữa
repair,verb,a2,sửa chữa
repeat,noun,b1,sự nhắc lại
repeat,verb,a1,nhắc lại
repeated,adjective,b1,lặp đi lặp lại
replace,verb,a2,thay thế
replacement,noun,c1,sự thay thế
reply,noun,a2,câu trả lời
reply,verb,a2,trả lời
report,noun,a1,bản báo cáo
report,verb,a2,kể lại
reportedly,adverb,c1,được cho là
reporter,noun,a2,phóng viên
reporting,noun,b2,báo cáo
represent,verb,b1,đại diện
representation,noun,c1,sự đại diện
representative,adjective,b2,miêu tả
representative,noun,b2,cái tiêu biểu
reproduce,verb,c1,tái tạo
reproduction,noun,c1,sự tái tạo
republic,noun,c1,nước cộng hòa
reputation,noun,b2,danh tiếng
request,noun,a2,lời thỉnh cầu
request,verb,b1,thỉnh cầu
require,verb,b1,yêu cầu
requirement,noun,b2,yêu cầu
rescue,noun,b2,sự giải thoát
rescue,verb,b2,cứu
research,noun,a2,sự nghiên cứu
research,verb,a2,nghiên cứu
researcher,noun,a2,nhà nghiên cứu
resemble,verb,c1,giống
reservation,noun,b1,đặt chỗ
reserve,noun,b2,sự dự trữ
reserve,verb,b2,để dành
reside,verb,c1,cư trú
residence,noun,c1,nơi ở
resident,adjective,b2,cư trú
resident,noun,b2,người trú ngụ
residential,adjective,c1,khu dân cư
residue,noun,c1,dư lượng
resign,verb,b2,từ chức
resignation,noun,c1,từ chức
resist,verb,b2,chống lại
resistance,noun,c1,sự kháng cự
resolution,noun,b2,độ phân giải
resolve,verb,b2,giải quyết
resort,noun,b2,khu nghỉ dưỡng
resource,noun,b1,tài nguyên
respect,noun,b1,sự tôn trọng
respect,verb,b1,tôn trọng
respective,adjective,c1,tương ứng
respectively,adverb,c1,tương ứng
respond,verb,a2,đáp lại
response,noun,a2,phản hồi
responsibility,noun,b1,trách nhiệm
responsible,adjective,b1,chịu trách nhiệm
rest,noun,a2,sự nghỉ ngơi
rest,verb,a2,nghỉ
restaurant,noun,a1,nhà hàng
restoration,noun,c1,sự phục hồi
restore,verb,b2,khôi phục
restraint,noun,c1,kiềm chế
restrict,verb,b2,hạn chế
restriction,noun,b2,hạn chế
result,noun,a1,kết quả
result,verb,b1,do bởi
resume,verb,c1,sơ yếu lý lịch
retail,noun,b2,bán lẻ
retain,verb,b2,giữ lại
retire,verb,b1,nghỉ hưu
retired,adjective,b1,đã nghỉ hưu
retirement,noun,b2,nghỉ hưu
retreat,noun,c1,sự rút lui
retreat,verb,c1,lùi
retrieve,verb,c1,lấy lại
return,noun,a1,sự trở lại
return,verb,a1,trở lại
reveal,verb,b2,tiết lộ
revelation,noun,c1,sự mặc khải
revenge,noun,c1,trả thù
revenue,noun,b2,doanh thu
reverse,adjective,c1,đảo
reverse,noun,c1,điều trái ngược
reverse,verb,c1,đảo ngược
review,noun,a2,sự xem lại
review,verb,a2,xét lại
revise,verb,b1,sửa lại
revision,noun,b2,sửa đổi
revival,noun,c1,sự hồi sinh
revive,verb,c1,hồi sinh
revolution,noun,b2,cuộc cách mạng
revolutionary,adjective,c1,mang tính cách mạng
reward,noun,b2,sự thưởng
reward,verb,b2,thưởng
rhetoric,noun,c1,hùng biện
rhythm,noun,b2,nhịp điệu
rice,noun,a1,cơm
rich,adjective,a1,giàu có
rid,verb,b2,loại bỏ
ride,noun,a2,sự đi chơi
ride,verb,a1,đi ngựa
ridiculous,adjective,b2,buồn cười
rifle,noun,c1,súng trường
right,adjective,a1,thẳng
right,adverb,a1,thẳng
right,noun,a1,điều tốt
ring,noun,a2,cái nhẫn
ring,verb,a2,đeo nhẫn cho
riot,noun,c1,bạo loạn
rip,verb,c1,xé toạc
rise,noun,b1,sự lên
rise,verb,a2,dậy
risk,noun,b1,sự liều
risk,verb,b1,liều
risky,adjective,b2,rủi ro
ritual,noun,c1,nghi lễ
rival,adjective,b2,đối địch
rival,noun,b2,đối thủ
river,noun,a1,sông
road,noun,a1,đường
rob,verb,b2,cướp
robbery,noun,b2,vụ cướp
robot,noun,b1,người máy
robust,adjective,c1,mạnh mẽ
rock,noun,a2,đá
rock,verb,c1,đu đưa
rocket,noun,b2,tên lửa
rod,noun,c1,thanh
role,noun,a2,vai trò
roll,noun,b1,cuốn
roll,verb,b1,lăn
romance,noun,b2,sự lãng mạn
romantic,adjective,b1,lãng mạn
roof,noun,a2,mái nhà
room,noun,a1,phòng
root,noun,b2,gốc
rope,noun,b1,dây thừng
rose,noun,b2,hoa hồng
rotate,verb,c1,xoay
rotation,noun,c1,sự quay vòng
rough,adjective,b1,thô
roughly,adverb,b2,đại khái
round,adjective,a2,tròn
round,adverb,a2,quanh
round,noun,b2,vật hình tròn
round,preposition,a2,tròn
route,noun,a2,tuyến đường
routine,adjective,b2,thói quen
routine,noun,a1,lề thói hằng ngày
row,noun,b1,hàng
royal,adjective,b1,hoàng gia
rub,verb,b2,chà
rubber,adjective,b2,cao su
rubber,noun,b2,cao su india-rubber
rubbish,noun,a2,rác rưởi
rude,adjective,a2,thô lỗ
rugby,noun,b1,bóng bầu dục
ruin,noun,b2,sự đổ nát
ruin,verb,b2,làm hỏng
rule,noun,a1,phép tắc
rule,verb,b1,cai trị
ruling,noun,c1,cai trị
rumour,noun,c1,tin đồn
run,noun,a2,sự chạy
run,verb,a1,chạy
runner,noun,a2,người chạy
running,noun,a2,đang chạy
rural,adjective,b2,nông thôn
rush,noun,b2,cây bấc
rush,verb,b2,xông lên
sack,verb,c1,bao
sacred,adjective,c1,thiêng liêng
sacrifice,noun,c1,sự giết để cúng
sacrifice,verb,c1,cúng
sad,adjective,a1,buồn
sadly,adverb,a2,đáng buồn
safe,adjective,a2,an toàn
safety,noun,b1,sự an toàn
sail,noun,b1,buồm
sail,verb,a2,chạy bằng buồm
sailing,noun,a2,chèo thuyền
sailor,noun,b1,thủy thủ
saint,noun,c1,thánh
sake,noun,c1,lợi ích
salad,noun,a1,xà lách
salary,noun,a2,tiền lương
sale,noun,a2,bán
salt,noun,a1,muối
same,adjective,a1,cùng một
same,adverb,a1,cùng
same,pronoun,a1,cùng một điều ấy
sample,noun,b1,mẫu
sample,verb,b2,lấy mẫu
sanction,noun,c1,sự trừng phạt
sand,noun,b1,cát
sandwich,noun,a1,bánh mì kẹp
satellite,noun,b2,vệ tinh
satisfaction,noun,b2,sự hài lòng
satisfied,adjective,b2,hài lòng
satisfy,verb,b2,thỏa mãn
Saturday,noun,a1,thứ bảy
sauce,noun,a2,nước sốt
save,verb,a2,lưu
saving,noun,b2,tiết kiệm
say,noun,c1,vải chéo
say,verb,a1,tuyên bố
scale,noun,b2,quy mô
scan,verb,b1,quét
scandal,noun,b2,vụ bê bối
scare,noun,b2,sự sợ hãi
scare,verb,b2,làm kinh hãi
scared,adjective,a2,sợ hãi
scary,adjective,a2,đáng sợ
scattered,adjective,c1,rải rác
scenario,noun,b2,kịch bản
scene,noun,a2,cảnh
sceptical,adjective,c1,hoài nghi
schedule,noun,a2,bản danh mục
schedule,verb,b2,kèm danh mục
scheme,noun,b2,kế hoạch
scholar,noun,b2,học giả
scholarship,noun,b2,học bổng
school,noun,a1,trường học
science,noun,a1,khoa học
scientific,adjective,b1,khoa học
scientist,noun,a1,nhà khoa học
scope,noun,c1,phạm vi
score,noun,a2,sổ điểm
score,verb,a2,ghi điểm thắng
scratch,noun,b2,tiếng sột soạt
scratch,verb,b2,cào
scream,noun,b2,tiếng thét
scream,verb,b2,kêu thét lên
screen,noun,a2,bình phong
screen,verb,b2,che chở
screening,noun,b2,sàng lọc
screw,noun,c1,đinh vít
screw,verb,c1,bắt vít
script,noun,b1,kịch bản
scrutiny,noun,c1,sự xem xét kỹ
sculpture,noun,b1,tác phẩm điêu khắc
sea,noun,a1,biển
seal,noun,c1,hải cẩu
seal,verb,c1,săn chó biển
search,noun,a2,sự nhìn để tìm
search,verb,a2,nhìn để tìm
season,noun,a2,mùa
seat,noun,a2,ghế
seat,verb,b2,để ngồi
second,adverb,a2,thứ hai
second,determiner,a1,thứ hai
second,noun,a1,người về nhì
second,ordinal number,a1,thứ hai
secondary,adjective,b1,thứ cấp
secondly,adverb,a2,thứ hai
secret,adjective,a2,kín đáo
secret,noun,a2,điều bí mật
secretary,noun,a2,thư ký
section,noun,a1,phần
sector,noun,b2,ngành
secular,adjective,c1,thế tục
secure,adjective,b2,chắc chắn
secure,verb,b2,làm kiên cố
security,noun,b1,an ninh
see,verb,a1,nhìn thấy
seed,noun,b1,hạt giống
seek,verb,b2,tìm kiếm
seeker,noun,b2,người tìm kiếm
seem,linking verb,a2,dường như
seemingly,adverb,c1,dường như
segment,noun,c1,đoạn
seize,verb,c1,nắm bắt
seldom,adverb,c1,hiếm khi
select,verb,b2,chọn
selection,noun,b2,sự lựa chọn
selective,adjective,c1,chọn lọc
self,noun,b2,bản thân
sell,verb,a1,bán
seminar,noun,b2,hội thảo
senator,noun,c1,thượng nghị sĩ
send,verb,a1,gửi
senior,adjective,b2,cao cấp
sensation,noun,c1,cảm giác
sense,noun,a2,giác quan
sense,verb,b2,thấy
sensible,adjective,b1,hợp lý
sensitive,adjective,b2,nhạy cảm
sensitivity,noun,c1,sự nhạy cảm
sentence,noun,a1,câu
sentence,verb,b2,kết án
sentiment,noun,c1,tình cảm
separate,adjective,a2,riêng rẽ
separate,verb,b1,làm rời ra
separation,noun,c1,sự chia ly
September,noun,a1,tháng chín
sequence,noun,b2,trình tự
serial,adjective,c1,nối tiếp
series,noun,a2,loạt
serious,adjective,a2,nghiêm trọng
seriously,adverb,b1,nghiêm túc
servant,noun,b1,người hầu
serve,verb,a2,phục vụ
service,noun,a2,dịch vụ
session,noun,b2,phiên
set,noun,b1,bộ
set,verb,b1,để
set-up,noun,c1,sự thiết lập
setting,noun,b1,thiết lập
settle,verb,b2,giải quyết
settlement,noun,c1,sự giải quyết
settler,noun,b2,người định cư
seven,number,a1,bảy
seventeen,number,a1,mười bảy
seventy,number,a1,bảy mươi
several,determiner,a2,một số
several,pronoun,a2,một số
severe,adjective,b2,nghiêm trọng
severely,adverb,b2,nghiêm trọng
sex,noun,b1,tình dục
sexual,adjective,b1,tình dục
sexuality,noun,c1,tình dục
sexy,adjective,b2,gợi cảm
shade,noun,b2,bóng râm
shadow,noun,b2,cái bóng
shake,noun,b1,sự rung
shake,verb,a2,rung
shall,modal verb,a2,sẽ
shallow,adjective,b2,nông
shame,noun,b2,xấu hổ
shape,noun,a2,hình
shape,verb,b2,nặn
shaped,adjective,b2,có hình dạng
share,noun,b1,lưỡi cày
share,verb,a1,chia
shareholder,noun,c1,cổ đông
sharp,adjective,b1,sắc nét
shatter,verb,c1,đập vỡ
she,pronoun,a1,cô ấy
shed,verb,c1,đổ
sheep,noun,a1,con cừu
sheer,adjective,c1,tuyệt đối
sheet,noun,a2,tờ
shelf,noun,b1,kệ
shell,noun,b1,vỏ
shelter,noun,b2,chỗ che
shelter,verb,b2,che
shift,noun,b1,sự thay đổi vị
shift,verb,b2,đổi chỗ
shine,verb,b1,tỏa sáng
shiny,adjective,b1,sáng bóng
ship,noun,a2,tàu thuỷ
ship,verb,b2,xếp xuống tàu
shipping,noun,c1,vận chuyển
shirt,noun,a1,áo sơ mi
shock,noun,b2,sự đụng chạm
shock,verb,b2,làm chướng tai gai
shocked,adjective,b2,bị sốc
shocking,adjective,b2,gây sốc
shoe,noun,a1,giày
shoot,noun,c1,cành non
shoot,verb,b1,vụt qua
shooting,noun,b2,bắn súng
shop,noun,a1,cửa hàng
shop,verb,a1,đi mua hàng
shopping,noun,a1,mua sắm
shore,noun,b2,bờ biển
short,adjective,a1,ngắn
short-term,adjective,b2,ngắn hạn
shortage,noun,b2,sự thiếu hụt
shortly,adverb,b2,trong thời gian ngắn
shot,noun,b2,bắn
should,modal verb,a1,nên
shoulder,noun,a2,vai
shout,noun,a2,tiếng kêu
shout,verb,a2,la hét
show,noun,a1,sự bày tỏ
show,verb,a1,cho xem
shower,noun,a1,tắm
shrink,verb,c1,co lại
shrug,verb,c1,nhún vai
shut,adjective,a2,đóng lại
shut,verb,a2,đóng
shy,adjective,b1,nhút nhát
sibling,noun,b2,anh chị em
sick,adjective,a1,bị bệnh
side,noun,a2,bên
sigh,noun,c1,tiếng thở dài
sigh,verb,c1,thở dài
sight,noun,b1,tầm nhìn
sign,noun,a2,dấu
sign,verb,a2,đánh dấu
signal,noun,b1,dấu hiệu
signal,verb,b1,ra hiệu
signature,noun,b2,chữ ký
significance,noun,b2,ý nghĩa
significant,adjective,b2,đáng kể
significantly,adverb,b2,đáng kể
silence,noun,b2,sự im lặng
silent,adjective,b1,im lặng
silk,noun,b2,lụa
silly,adjective,b1,ngớ ngẩn
silver,adjective,a2,bằng bạc
silver,noun,a2,bạc
similar,adjective,a1,tương tự
similarity,noun,b1,sự giống nhau
similarly,adverb,b1,tương tự
simple,adjective,a2,đơn giản
simply,adverb,b1,đơn giản
simulate,verb,c1,mô phỏng
simulation,noun,c1,mô phỏng
simultaneously,adverb,c1,đồng thời
sin,noun,c1,tội lỗi
since,adverb,b1,từ lâu
since,conjunction,a2,từ khi
since,preposition,a2,từ
sincere,adjective,b2,chân thành
sing,verb,a1,hát
singer,noun,a1,ca sĩ
singing,noun,a2,ca hát
single,adjective,a2,đơn
single,noun,a2,đơn
sink,verb,b1,chìm
sir,noun,a2,thưa ngài
sister,noun,a1,chị
sit,verb,a1,ngồi
site,noun,a2,trang web
situated,adjective,c1,nằm
situation,noun,a1,tình huống
six,number,a1,sáu
sixteen,number,a1,mười sáu
sixty,number,a1,sáu mươi
size,noun,a2,kích thước
sketch,noun,c1,bản phác thảo
ski,adjective,a2,trượt tuyết
ski,noun,a2,xki
ski,verb,a2,trượt tuyết
skiing,noun,a2,trượt tuyết
skill,noun,a1,kỹ năng
skilled,adjective,b2,có tay nghề cao
skin,noun,a2,da
skip,verb,c1,bỏ qua
skirt,noun,a1,váy
skull,noun,b2,hộp sọ
sky,noun,a2,bầu trời
slam,verb,c1,đập mạnh
slap,verb,c1,tát
slash,verb,c1,gạch chéo
slave,noun,b2,nô lệ
slavery,noun,c1,chế độ nô lệ
sleep,noun,a2,giấc ngủ
sleep,verb,a1,ngủ
slice,noun,b1,miếng mỏng
slice,verb,b1,cắt ra từng miếng
slide,noun,b2,sự trượt
slide,verb,b2,trượt
slight,adjective,b2,nhẹ
slightly,adverb,b1,hơi
slip,verb,b2,trượt
slogan,noun,b2,khẩu hiệu
slope,noun,b2,dốc
slope,verb,b2,nghiêng
slot,noun,c1,khe cắm
slow,adjective,a1,chậm
slow,verb,b1,làm chậm lại
slowly,adverb,a2,chậm rãi
small,adjective,a1,nhỏ
smart,adjective,b1,thông minh
smartphone,noun,a2,điện thoại thông minh
smash,verb,c1,đập vỡ
smell,noun,a2,mùi
smell,verb,a2,ngửi
smile,noun,a2,nụ cười
smile,verb,a2,mỉm cười
smoke,noun,a2,khói
smoke,verb,a2,bốc khói
smoking,noun,a2,hút thuốc
smooth,adjective,b1,mịn màng
snake,noun,a1,con rắn
snap,verb,c1,chụp nhanh
snow,noun,a1,tuyết
snow,verb,a1,tuyết rơi
so,adverb,a1,như thế
so,conjunction,a1,vì thế
so-called,adjective,b2,cái gọi là
soak,verb,c1,ngâm
soap,noun,a2,xà phòng
soar,verb,c1,bay lên
soccer,noun,a2,bóng đá
social,adjective,a2,xã hội
socialist,adjective,c1,xã hội chủ nghĩa
society,noun,a2,xã hội
sock,noun,a2,tất
soft,adjective,a2,mềm
software,noun,b1,phần mềm
soil,noun,b1,đất
solar,adjective,b2,năng lượng mặt trời
soldier,noun,a2,người lính
sole,adjective,c1,duy nhất
solely,adverb,c1,duy nhất
solicitor,noun,c1,luật sư
solid,adjective,b1,rắn
solid,noun,b1,thể rắn
solidarity,noun,c1,sự đoàn kết
solo,adjective,c1,solo
solo,noun,c1,bản nhạc diễn đơn
solution,noun,a2,giải pháp
solve,verb,a2,giải quyết
some,determiner,a1,một số
some,pronoun,a1,một số
somebody,pronoun,a1,ai đó
somehow,adverb,b2,bằng cách nào đó
someone,pronoun,a1,ai đó
something,pronoun,a1,cái gì đó
sometime,adverb,b2,đôi khi
sometimes,adverb,a1,đôi khi
somewhat,adverb,b2,hơi
somewhere,adverb,a2,ở một nơi nào
somewhere,pronoun,a2,ở đâu đó
son,noun,a1,con trai
song,noun,a1,bài hát
soon,adverb,a1,sớm
sophisticated,adjective,b2,phức tạp
sorry,adjective,a1,lấy làm buồn
sorry,exclamation,a1,xin lỗi
sort,noun,a2,thứ
sort,verb,b1,lựa chọn
soul,noun,b2,linh hồn
sound,adjective,c1,khoẻ mạnh
sound,noun,a1,âm
sound,verb,a1,kêu
soup,noun,a1,súp
source,noun,a2,nguồn
south,adjective,a1,nam
south,adverb,a1,về hướng nam
south,noun,a1,hướng nam
southern,adjective,b1,miền nam
sovereignty,noun,c1,chủ quyền
space,noun,a1,không gian
spam,noun,c1,thư rác
span,noun,c1,gang tay
span,verb,c1,băng qua
spare,adjective,b2,thừa
spare,verb,c1,để dành
spark,verb,c1,tia lửa
speak,verb,a1,nói
speaker,noun,a2,người nói
special,adjective,a1,đặc biệt
specialist,adjective,b2,chuyên gia
specialist,noun,b2,chuyên gia
specialize,verb,b2,chuyên môn
specialized,adjective,c1,chuyên ngành
species,noun,b2,loài
specific,adjective,a2,cụ thể
specifically,adverb,b1,cụ thể
specification,noun,c1,đặc điểm kỹ thuật
specify,verb,b2,xác định
specimen,noun,c1,mẫu vật
spectacle,noun,c1,cảnh tượng
spectacular,adjective,b2,ngoạn mục
spectator,noun,b2,khán giả
spectrum,noun,c1,quang phổ
speculate,verb,b2,suy đoán
speculation,noun,b2,suy đoán
speech,noun,a2,lời nói
speed,noun,a2,sự mau lẹ
speed,verb,b2,làm cho đi mau
spell,noun,c1,lời thần chú
spell,verb,a1,viết vần
spelling,noun,a1,chính tả
spend,verb,a1,chi tiêu
spending,noun,b1,chi tiêu
sphere,noun,c1,quả cầu
spice,noun,b2,gia vị
spicy,adjective,b1,cay
spider,noun,a2,nhện
spill,verb,b2,tràn
spin,noun,c1,sự quay tròn
spin,verb,c1,quay
spine,noun,c1,cột sống
spirit,noun,b1,tinh thần
spiritual,adjective,b2,tâm linh
spite,noun,b2,bất chấp
split,noun,b2,chia tách
split,verb,b2,ghẻ
spoil,verb,b2,làm hỏng
spoken,adjective,b1,nói
spokesman,noun,b2,người phát ngôn
spokesperson,noun,b2,người phát ngôn
spokeswoman,noun,b2,người phát ngôn
sponsor,noun,b2,cha đỡ đầu
sponsor,verb,b2,nhà tài trợ
sponsorship,noun,b2,tài trợ
spoon,noun,a2,cái thìa
sport,noun,a1,thể thao
sporting,adjective,b2,thể thao
spot,noun,b1,dấu
spot,verb,b2,làm đốm
spotlight,noun,c1,ánh đèn sân khấu
spouse,noun,c1,vợ
spread,noun,b2,sự trải ra
spread,verb,b1,trải
spring,noun,a1,sự nhảy
spring,verb,b2,+ up
spy,noun,c1,gián điệp
spy,verb,c1,làm gián điệp
squad,noun,c1,đội
square,adjective,a2,vuông
square,noun,a2,hình vuông
squeeze,verb,c1,bóp
stab,verb,c1,đâm
stability,noun,c1,sự ổn định
stabilize,verb,c1,ổn định
stable,adjective,b2,ổn định
stadium,noun,b1,sân vận động
staff,noun,b1,nhân viên
stage,noun,a2,bệ
stage,verb,b2,đưa lên sân khấu
stair,noun,a2,cầu thang
stake,noun,c1,cổ phần
stall,noun,b2,gian hàng
stamp,noun,a2,con tem
stance,noun,b2,lập trường
stand,noun,b2,sự dừng lại
stand,verb,a1,đứng
standard,adjective,b1,tiêu chuẩn
standard,noun,b1,tiêu chuẩn
standing,adjective,c1,đứng
star,noun,a1,sao
star,verb,a2,dán sao
stare,verb,b2,nhìn chằm chằm
stark,adjective,c1,khắc nghiệt
start,noun,a2,lúc bắt đầu
start,verb,a1,bắt đầu
starve,verb,b2,chết đói
state,adjective,b1,nhà nước
state,noun,a2,trạng thái
state,verb,b1,phát biểu
statement,noun,a1,tuyên bố
station,noun,a1,trạm
statistic,noun,b1,thống kê
statistical,adjective,c1,thống kê
statue,noun,b1,bức tượng
status,noun,b2,trạng thái
stay,noun,a2,dây néo
stay,verb,a1,néo bằng dây
steadily,adverb,b2,đều đặn
steady,adjective,b2,ổn định
steal,verb,a2,ăn trộm
steam,noun,b2,hơi nước
steel,noun,b2,thép
steep,adjective,b2,dốc
steer,verb,c1,chỉ đạo
stem,noun,c1,thân
stem,verb,c1,tước cọng
step,noun,a2,bước
step,verb,b2,bước
stereotype,noun,c1,khuôn mẫu
stick,noun,b1,cái gậy
stick,verb,b1,đâm
sticky,adjective,b2,dính
stiff,adjective,b2,cứng
still,adjective,b1,im
still,adverb,a1,vẫn thường
stimulate,verb,b2,kích thích
stimulus,noun,c1,sự kích thích
stir,verb,c1,khuấy động
stock,noun,b2,cổ phiếu
stomach,noun,a2,dạ dày
stone,noun,a2,đá
stop,noun,a1,sự ngừng lại
stop,verb,a1,ngừng
storage,noun,c1,lưu trữ
store,noun,a2,sự có nhiều
store,verb,b1,tích trữ
storm,noun,a2,cơn bão
story,noun,a1,câu chuyện
straight,adjective,a2,thẳng
straight,adverb,a2,thẳng
straightforward,adjective,c1,thẳng thắn
strain,noun,c1,căng thẳng
strand,noun,c1,sợi
strange,adjective,a2,lạ
stranger,noun,b1,người lạ
strategic,adjective,c1,chiến lược
strategy,noun,a2,chiến lược
stream,noun,b2,dòng suối
street,noun,a1,đường phố
strength,noun,b1,sức mạnh
strengthen,verb,b2,tăng cường
stress,noun,a2,sự căng thẳng
stress,verb,a2,nhấn mạnh
stretch,noun,b2,sự căng ra
stretch,verb,b2,kéo ra
strict,adjective,b2,nghiêm ngặt
strictly,adverb,b2,nghiêm ngặt
strike,noun,b2,cuộc đình công
strike,verb,b2,đánh
striking,adjective,c1,nổi bật
string,noun,b1,dây
strip,noun,c1,mảnh
strip,verb,c1,tước đoạt
strive,verb,c1,phấn đấu
stroke,noun,b2,đột quỵ
strong,adjective,a1,mạnh mẽ
strongly,adverb,b1,mạnh mẽ
structural,adjective,c1,cấu trúc
structure,noun,a2,kết cấu
structure,verb,b2,cấu trúc hóa
struggle,noun,b2,sự đấu tranh
struggle,verb,b2,đấu tranh
student,noun,a1,sinh viên
studio,noun,b1,studio
study,noun,a1,sự học tập
study,verb,a1,học
stuff,noun,b1,chất
stuff,verb,b2,bịt
stumble,verb,c1,vấp ngã
stun,verb,c1,choáng váng
stunning,adjective,b2,tuyệt đẹp
stupid,adjective,a2,ngu ngốc
style,noun,a1,phong cách
subject,adjective,b2,lệ thuộc
subject,noun,a1,chủ đề
submission,noun,c1,nộp
submit,verb,b2,nộp
subscriber,noun,c1,người đăng ký
subscription,noun,c1,đăng ký
subsequent,adjective,b2,tiếp theo
subsequently,adverb,b2,sau đó
subsidy,noun,c1,trợ cấp
substance,noun,b1,chất
substantial,adjective,c1,đáng kể
substantially,adverb,c1,về cơ bản
substitute,noun,c1,người thay thế
substitute,verb,c1,thế
substitution,noun,c1,sự thay thế
subtle,adjective,c1,tinh tế
suburb,noun,b2,vùng ngoại ô
suburban,adjective,c1,ngoại ô
succeed,verb,a2,thành công
success,noun,a1,thành công
successful,adjective,a2,thành công
successfully,adverb,b1,thành công
succession,noun,c1,sự kế thừa
successive,adjective,c1,liên tiếp
successor,noun,c1,người kế vị
such,determiner,a2,như vậy
such,pronoun,a2,như vậy
suck,verb,c1,hút
sudden,adjective,b1,đột ngột
suddenly,adverb,a2,đột nhiên
sue,verb,c1,kiện
suffer,verb,b1,chịu đựng
suffering,noun,b2,đau khổ
sufficient,adjective,b2,đủ
sufficiently,adverb,b2,đủ
sugar,noun,a1,đường
suggest,verb,a2,đề nghị
suggestion,noun,a2,gợi ý
suicide,noun,c1,tự sát
suit,noun,a2,bộ com lê
suit,verb,b1,làm cho phù hợp
suitable,adjective,b1,thích hợp
suite,noun,c1,bộ
sum,noun,b2,tổng số
sum,verb,b2,cộng
summarize,verb,b1,tóm tắt
summary,noun,b1,tóm tắt
summer,noun,a1,mùa hè
summit,noun,c1,đỉnh cao
sun,noun,a1,mặt trời
Sunday,noun,a1,chủ nhật
super,adjective,b2,siêu
superb,adjective,c1,tuyệt vời
superior,adjective,c1,vượt trội
supermarket,noun,a1,siêu thị
supervise,verb,c1,giám sát
supervision,noun,c1,sự giám sát
supervisor,noun,c1,người giám sát
supplement,noun,c1,phần bổ sung
supplement,verb,c1,bổ sung
supply,noun,b1,sự cung cấp
supply,verb,b1,cung cấp
support,noun,a2,sự ủng hộ
support,verb,a2,chống
supporter,noun,b1,người ủng hộ
supportive,adjective,c1,hỗ trợ
suppose,verb,a2,giả sử
supposedly,adverb,c1,được cho là
suppress,verb,c1,đàn áp
supreme,adjective,c1,tối cao
sure,adjective,a1,chắc
sure,adverb,a2,chắc chắn
surely,adverb,b1,chắc chắn
surface,noun,b1,bề mặt
surge,noun,c1,sóng
surge,verb,c1,dấy lên
surgeon,noun,b2,bác sĩ phẫu thuật
surgery,noun,b2,phẫu thuật
surgical,adjective,c1,phẫu thuật
surplus,noun,c1,thặng dư
surprise,noun,a2,sự ngạc nhiên
surprise,verb,a2,làm ngạc nhiên
surprised,adjective,a2,ngạc nhiên
surprising,adjective,a2,đáng ngạc nhiên
surrender,verb,c1,đầu hàng
surround,verb,b2,bao quanh
surrounding,adjective,b2,xung quanh
surveillance,noun,c1,giám sát
survey,noun,a2,sự nhìn chung
survey,verb,b2,quan sát
survival,noun,b2,sự sống sót
survive,verb,b1,sống sót
survivor,noun,b2,người sống sót
suspect,noun,b2,người khả nghi
suspect,verb,b2,nghi
suspend,verb,b2,đình chỉ
suspension,noun,c1,đình chỉ
suspicion,noun,c1,sự nghi ngờ
suspicious,adjective,c1,nghi ngờ
sustain,verb,c1,duy trì
sustainable,adjective,b2,bền vững
swallow,verb,b2,nuốt
swear,verb,b2,thề
sweater,noun,a1,áo len
sweep,verb,b2,quét
sweet,adjective,a2,ngọt
sweet,noun,a2,sự ngọt bùi
swim,noun,b1,sự bơi lội
swim,verb,a1,bơi
swimming,noun,a1,bơi lội
swing,noun,c1,sự đu đưa
swing,verb,c1,đu đưa
switch,noun,b2,cành cây mềm
switch,verb,b1,đánh bằng gậy
sword,noun,c1,thanh kiếm
symbol,noun,a2,biểu tượng
symbolic,adjective,c1,tượng trưng
sympathetic,adjective,b2,thông cảm
sympathy,noun,b2,sự đồng cảm
symptom,noun,b1,triệu chứng
syndrome,noun,c1,hội chứng
synthesis,noun,c1,tổng hợp
system,noun,a2,hệ thống
systematic,adjective,c1,có hệ thống
T-shirt,noun,a1,áo phông
table,noun,a1,cái bàn
tablet,noun,a2,máy tính bảng
tackle,noun,c1,đồ dùng
tackle,verb,b2,cột bằng dây dợ
tactic,noun,c1,chiến thuật
tactical,adjective,c1,chiến thuật
tag,noun,b2,một nhãn nhỏ
tag,verb,b2,dán nhãn vào vật
tail,noun,b1,đuôi
take,verb,a1,lấy
tale,noun,b2,câu chuyện
talent,noun,b1,tài năng
talented,adjective,b1,tài năng
talk,noun,a2,lời nói
talk,verb,a1,nói
tall,adjective,a1,cao
tank,noun,b2,bể chứa
tap,noun,b2,vòi
tap,verb,b2,khoan lỗ
tape,noun,b1,băng
target,noun,a2,bia
target,verb,b2,nhắm
task,noun,a2,nhiệm vụ
taste,noun,a2,vị
taste,verb,a2,nếm
tax,noun,b1,thuế
tax,verb,b1,đánh thuế
taxi,noun,a1,taxi
taxpayer,noun,c1,người nộp thuế
tea,noun,a1,trà
teach,verb,a1,dạy
teacher,noun,a1,giáo viên
teaching,noun,a2,giảng dạy
team,noun,a1,đội
tear,noun,b2,nước mắt
tear,verb,b2,xé
technical,adjective,b1,kỹ thuật
technique,noun,b1,kỹ thuật
technological,adjective,b2,công nghệ
